Tensile_Strength(MPa),Yield_Strength(MPa),Elastic_Modulus,Shear_Modulus,Poisson_Ratio,Density,Annotation,rating
421,314,207000,79000,0.3,7860,Yes,4
424,324,207000,79000,0.3,7860,Yes,4
386,284,207000,79000,0.3,7860,Yes,3
448,331,207000,79000,0.3,7860,Yes,5
441,346,207000,79000,0.3,7860,Yes,5
395,295,207000,79000,0.3,7860,Yes,4
503,359,207000,79000,0.3,7860,Yes,5
483,359,207000,79000,0.3,7860,Yes,5
450,317,207000,79000,0.3,7860,Yes,4
552,345,207000,79000,0.3,7860,Yes,4
517,345,207000,79000,0.3,7860,Yes,5
464,341,207000,79000,0.3,7860,Yes,5
848,648,207000,79000,0.3,7860,No,1
621,414,207000,79000,0.3,7860,Yes,3
590,374,207000,79000,0.3,7860,Yes,3
519,353,207000,79000,0.3,7860,Yes,5
779,593,207000,79000,0.3,7860,No,1
724,414,207000,79000,0.3,7860,No,1
748,427,207000,79000,0.3,7860,No,1
636,365,207000,79000,0.3,7860,Yes,2
979,724,207000,79000,0.3,7860,No,1
814,483,207000,79000,0.3,7860,No,1
776,421,207000,79000,0.3,7860,No,1
626,372,207000,79000,0.3,7860,Yes,3
1103,779,207000,79000,0.3,7860,No,1
965,586,207000,79000,0.3,7860,No,1
1010,524,207000,79000,0.3,7860,No,1
615,376,207000,79000,0.3,7860,Yes,3
1303,979,207000,79000,0.3,7860,No,1
965,572,207000,79000,0.3,7860,No,1
1014,500,207000,79000,0.3,7860,No,1
657,379,207000,79000,0.3,7860,Yes,2
1289,827,207000,79000,0.3,7860,No,1
487,305,207000,79000,0.3,7860,Yes,4
467,303,207000,79000,0.3,7860,Yes,4
429,279,207000,79000,0.3,7860,Yes,3
521,316,207000,79000,0.3,7860,Yes,4
477,319,207000,79000,0.3,7860,Yes,5
450,284,207000,79000,0.3,7860,Yes,4
627,379,207000,79000,0.3,7860,Yes,3
669,396,207000,79000,0.3,7860,Yes,2
584,345,207000,79000,0.3,7860,Yes,4
1082,938,207000,79000,0.3,7860,No,1
676,359,207000,79000,0.3,7860,Yes,2
707,405,207000,79000,0.3,7860,No,1
598,353,207000,79000,0.3,7860,Yes,3
1634,1213,207000,79000,0.3,7860,No,1
703,421,207000,79000,0.3,7860,No,1
667,400,207000,79000,0.3,7860,Yes,2
584,346,207000,79000,0.3,7860,Yes,4
876,627,207000,79000,0.3,7860,No,1
836,558,207000,79000,0.3,7860,No,1
703,436,207000,79000,0.3,7860,No,1
1806,1593,207000,79000,0.3,7860,No,1
891,600,207000,79000,0.3,7860,No,1
689,422,207000,79000,0.3,7860,No,1
1027,758,207000,79000,0.3,7860,No,1
1800,1662,207000,79000,0.3,7860,No,1
669,436,207000,79000,0.3,7860,Yes,2
560,360,207000,79000,0.3,7860,Yes,4
1627,1462,207000,79000,0.3,7860,No,1
1020,655,207000,79000,0.3,7860,No,1
655,417,207000,79000,0.3,7860,Yes,2
1772,1641,207000,79000,0.3,7860,No,1
1155,734,207000,79000,0.3,7860,No,1
729,379,207000,79000,0.3,7860,No,1
1931,1724,207000,79000,0.3,7860,No,1
793,464,207000,79000,0.3,7860,No,1
579,425,207000,79000,0.3,7860,Yes,3
1279,862,207000,79000,0.3,7860,No,1
745,472,207000,79000,0.3,7860,No,1
1875,1675,207000,79000,0.3,7860,No,1
574,366,207000,79000,0.3,7860,Yes,4
512,372,207000,79000,0.3,7860,Yes,5
755,484,207000,79000,0.3,7860,No,1
681,464,207000,79000,0.3,7860,Yes,2
1744,1407,207000,79000,0.3,7860,No,1
1613,1517,207000,79000,0.3,7860,No,1
793,472,207000,79000,0.3,7860,No,1
572,293,207000,79000,0.3,7860,Yes,4
1793,1641,207000,79000,0.3,7860,No,1
870,529,207000,79000,0.3,7860,No,1
676,357,207000,79000,0.3,7860,Yes,2
1944,1731,207000,79000,0.3,7860,No,1
957,531,207000,79000,0.3,7860,No,1
722,276,207000,79000,0.3,7860,No,1
2220,1793,207000,79000,0.3,7860,No,1
939,615,207000,79000,0.3,7860,No,1
667,412,207000,79000,0.3,7860,Yes,2
1931,1689,207000,79000,0.3,7860,No,1
633,357,207000,79000,0.3,7860,Yes,3
536,385,207000,79000,0.3,7860,Yes,4
650,429,207000,79000,0.3,7860,Yes,2
564,372,207000,79000,0.3,7860,Yes,4
1641,1503,207000,79000,0.3,7860,No,1
1862,1669,207000,79000,0.3,7860,No,1
1024,688,207000,79000,0.3,7860,No,1
715,386,207000,79000,0.3,7860,No,1
1937,1675,207000,79000,0.3,7860,No,1
1634,1551,207000,79000,0.3,7860,No,1
929,607,207000,79000,0.3,7860,No,1
695,415,207000,79000,0.3,7860,No,1
1999,1655,207000,79000,0.3,7860,No,1
933,579,207000,79000,0.3,7860,No,1
774,486,207000,79000,0.3,7860,No,1
2103,2048,207000,79000,0.3,7860,No,1
1758,1503,207000,79000,0.3,7860,No,1
907,571,207000,79000,0.3,7860,No,1
820,440,207000,79000,0.3,7860,No,1
793,379,193000,743000,0.3,8030,No,1
862,517,193000,743000,0.3,8030,No,1
1034,758,193000,743000,0.3,8030,No,1
1207,931,193000,743000,0.3,8030,No,1
1276,965,193000,743000,0.3,8030,No,1
724,379,193000,743000,0.3,8030,No,1
862,517,193000,743000,0.3,8030,No,1
758,276,193000,743000,0.3,8030,No,1
862,517,193000,743000,0.3,8030,No,1
1034,758,193000,743000,0.3,8030,No,1
1207,931,193000,743000,0.3,8030,No,1
1276,965,193000,743000,0.3,8030,No,1
621,255,193000,743000,0.3,8030,No,1
862,517,193000,743000,0.3,8030,No,1
655,276,193000,743000,0.3,8030,No,1
621,241,193000,743000,0.3,8030,No,1
586,241,193000,743000,0.3,8030,No,1
552,207,193000,743000,0.3,8030,No,1
586,255,193000,743000,0.3,8030,No,1
586,241,193000,743000,0.3,8030,No,1
621,276,193000,743000,0.3,8030,No,1
655,276,193000,743000,0.3,8030,No,1
689,345,193000,743000,0.3,8030,No,1
586,241,193000,743000,0.3,8030,No,1
538,207,193000,743000,0.3,8030,No,1
621,276,193000,743000,0.3,8030,No,1
600,241,193000,743000,0.3,8030,No,1
634,241,193000,743000,0.3,8030,No,1
634,241,193000,743000,0.3,8030,No,1
517,276,200000,769000,0.3,8030,No,1
1310,1000,200000,769000,0.3,8030,No,1
483,276,200000,769000,0.3,8030,No,1
517,276,200000,769000,0.3,8030,No,1
1310,1000,200000,769000,0.3,8030,No,1
827,655,200000,769000,0.3,8030,No,1
1379,1034,200000,769000,0.3,8030,No,1
517,276,200000,769000,0.3,8030,No,1
1310,1000,200000,769000,0.3,8030,No,1
655,345,200000,769000,0.3,8030,No,1
1586,1344,200000,769000,0.3,8030,No,1
517,310,200000,769000,0.3,8030,No,1
552,379,200000,769000,0.3,8030,No,1
862,655,200000,769000,0.3,8030,No,1
1413,1069,200000,769000,0.3,8030,No,1
724,414,200000,769000,0.3,8030,No,1
1793,1655,200000,769000,0.3,8030,No,1
758,448,200000,769000,0.3,8030,No,1
1965,1896,200000,769000,0.3,8030,No,1
552,345,200000,769000,0.3,8030,No,1
483,207,200000,769000,0.3,8030,No,1
483,207,200000,769000,0.3,8030,No,1
138,138,80000,32000,0.25,7160,No,1
172,172,98000,39000,0.25,7160,No,1
207,207,100000,40000,0.25,7160,No,1
241,241,110000,44000,0.25,7160,No,1
276,276,117000,47000,0.25,7160,No,1
345,345,124000,50000,0.25,7160,No,1
414,414,137000,55000,0.25,7160,No,1
276,207,172000,68000,0.27,7160,No,1
414,317,172000,68000,0.27,7160,No,1
552,427,172000,68000,0.27,7160,No,1
689,538,172000,68000,0.27,7160,No,1
414,276,159000,66000,0.2,7160,No,1
552,365,159000,66000,0.2,7160,No,1
689,455,159000,66000,0.2,7160,No,1
827,552,159000,66000,0.2,7160,No,1
172,62,108000,40000,0.35,8930,No,1
365,248,108000,40000,0.35,8930,No,1
352,276,108000,40000,0.35,8930,No,1
634,469,108000,40000,0.35,8930,No,1
221,69,100000,37000,0.34,8500,No,1
241,69,100000,37000,0.34,8500,No,1
255,117,100000,37000,0.34,8500,No,1
241,110,100000,37000,0.34,8500,No,1
241,97,100000,37000,0.34,8500,No,1
234,97,100000,37000,0.34,8500,No,1
241,97,100000,37000,0.34,8500,No,1
241,97,100000,37000,0.34,8500,No,1
262,90,100000,37000,0.34,8500,No,1
234,83,100000,37000,0.34,8500,No,1
414,159,100000,37000,0.34,8500,No,1
345,124,100000,37000,0.34,8500,No,1
379,207,100000,37000,0.34,8500,No,1
655,345,120000,45000,0.31,8800,No,1
655,331,120000,45000,0.31,8800,No,1
793,572,120000,45000,0.31,8800,No,1
448,172,120000,45000,0.31,8800,No,1
490,193,120000,45000,0.31,8800,No,1
586,290,120000,45000,0.31,8800,No,1
565,262,120000,45000,0.31,8800,No,1
379,172,120000,45000,0.31,8800,No,1
379,165,120000,45000,0.31,8800,No,1
462,207,120000,45000,0.31,8800,No,1
455,221,120000,45000,0.31,8800,No,1
586,345,120000,45000,0.31,8800,No,1
483,241,120000,45000,0.31,8800,No,1
262,110,120000,45000,0.31,8800,No,1
310,145,120000,45000,0.31,8800,No,1
310,152,120000,45000,0.31,8800,No,1
303,152,120000,45000,0.31,8800,No,1
276,138,120000,45000,0.31,8800,No,1
221,172,120000,45000,0.31,8800,No,1
241,172,120000,45000,0.31,8800,No,1
241,207,120000,45000,0.31,8800,No,1
303,152,120000,45000,0.31,8800,No,1
303,152,120000,45000,0.31,8800,No,1
276,138,120000,45000,0.31,8800,No,1
276,138,120000,45000,0.31,8800,No,1
303,138,120000,45000,0.31,8800,No,1
303,138,120000,45000,0.31,8800,No,1
290,145,120000,45000,0.31,8800,No,1
276,207,120000,45000,0.31,8800,No,1
324,179,120000,45000,0.31,8800,No,1
241,124,120000,45000,0.31,8800,No,1
221,110,120000,45000,0.31,8800,No,1
221,110,120000,45000,0.31,8800,No,1
241,124,120000,45000,0.31,8800,No,1
207,110,120000,45000,0.31,8800,No,1
221,152,120000,45000,0.31,8800,No,1
186,90,120000,45000,0.31,8800,No,1
221,110,120000,45000,0.31,8800,No,1
172,83,120000,45000,0.31,8800,No,1
345,159,120000,45000,0.31,8800,No,1
310,159,120000,45000,0.31,8800,No,1
552,186,120000,45000,0.32,8800,No,1
517,186,120000,45000,0.32,8800,No,1
586,241,120000,45000,0.32,8800,No,1
689,303,120000,45000,0.32,8800,No,1
517,234,120000,45000,0.32,8800,No,1
655,310,120000,45000,0.32,8800,No,1
655,262,120000,45000,0.32,8800,No,1
310,172,100000,37000,0.34,8500,No,1
517,379,100000,37000,0.34,8500,No,1
469,255,100000,37000,0.34,8500,No,1
758,483,100000,37000,0.34,8500,No,1
241,117,100000,37000,0.34,8500,No,1
262,117,100000,37000,0.34,8500,No,1
310,165,100000,37000,0.34,8500,No,1
379,207,100000,37000,0.34,8500,No,1
655,379,100000,37000,0.34,8500,No,1
455,234,100000,37000,0.34,8500,No,1
483,276,100000,37000,0.34,8500,No,1
379,172,100000,37000,0.34,8500,No,1
448,221,100000,37000,0.34,8500,No,1
221,69,108000,40000,0.35,8930,No,1
200,41,108000,40000,0.35,8930,No,1
276,124,108000,40000,0.35,8930,No,1
359,303,108000,40000,0.35,8930,No,1
441,372,108000,40000,0.35,8930,No,1
483,448,108000,40000,0.35,8930,No,1
241,48,108000,40000,0.35,8930,No,1
276,97,108000,40000,0.35,8930,No,1
483,221,108000,40000,0.35,8930,No,1
469,172,108000,40000,0.35,8930,No,1
310,172,108000,40000,0.35,8930,No,1
234,97,108000,40000,0.35,8930,No,1
262,62,108000,40000,0.35,8930,No,1
262,138,108000,40000,0.35,8930,No,1
248,69,108000,40000,0.35,8930,No,1
255,76,108000,40000,0.35,8930,No,1
310,165,108000,40000,0.35,8930,No,1
552,448,108000,40000,0.35,8930,No,1
234,69,108000,40000,0.35,8930,No,1
255,69,105000,40000,0.32,8800,No,1
269,69,105000,40000,0.32,8800,No,1
290,83,105000,40000,0.32,8800,No,1
303,76,105000,40000,0.32,8800,No,1
317,97,105000,40000,0.32,8800,No,1
372,145,105000,40000,0.32,8800,No,1
255,83,105000,40000,0.32,8800,No,1
324,103,105000,40000,0.32,8800,No,1
338,117,105000,40000,0.32,8800,No,1
310,90,105000,40000,0.32,8800,No,1
372,138,105000,40000,0.32,8800,No,1
414,138,105000,40000,0.32,8800,No,1
269,83,105000,40000,0.32,8800,No,1
290,90,105000,40000,0.32,8800,No,1
269,76,105000,40000,0.32,8800,No,1
283,83,105000,40000,0.32,8800,No,1
317,117,105000,40000,0.32,8800,No,1
296,103,105000,40000,0.32,8800,No,1
310,124,105000,40000,0.32,8800,No,1
317,124,105000,40000,0.32,8800,No,1
310,103,105000,40000,0.32,8800,No,1
317,110,105000,40000,0.32,8800,No,1
331,124,105000,40000,0.32,8800,No,1
379,172,105000,40000,0.32,8800,No,1
386,172,105000,40000,0.32,8800,No,1
393,172,105000,40000,0.32,8800,No,1
276,97,105000,40000,0.32,8800,No,1
324,131,105000,40000,0.32,8800,No,1
317,345,105000,40000,0.32,8800,No,1
379,165,105000,40000,0.32,8800,No,1
455,193,105000,40000,0.32,8800,No,1
303,131,105000,40000,0.32,8800,No,1
414,186,105000,40000,0.32,8800,No,1
359,117,105000,40000,0.32,8800,No,1
483,207,105000,40000,0.32,8800,No,1
524,228,105000,40000,0.32,8800,No,1
483,152,105000,40000,0.32,8800,No,1
552,269,105000,40000,0.32,8800,No,1
634,338,105000,40000,0.32,8800,No,1
517,241,105000,40000,0.32,8800,No,1
621,276,105000,40000,0.32,8800,No,1
689,379,105000,40000,0.32,8800,No,1
621,345,105000,40000,0.32,8800,No,1
621,310,105000,40000,0.32,8800,No,1
565,372,105000,40000,0.32,8800,No,1
517,241,105000,40000,0.32,8800,No,1
276,103,105000,40000,0.32,8800,No,1
386,145,105000,40000,0.32,8800,No,1
316,83,105000,40000,0.32,8800,No,1
483,234,105000,40000,0.32,8800,No,1
448,207,105000,40000,0.32,8800,No,1
414,186,105000,40000,0.32,8800,No,1
565,379,105000,40000,0.32,8800,No,1
565,359,105000,40000,0.32,8800,No,1
552,276,105000,40000,0.32,8800,No,1
262,276,105000,40000,0.32,8800,No,1
303,110,105000,40000,0.32,8800,No,1
338,90,105000,40000,0.32,8800,No,1
372,138,105000,40000,0.32,8800,No,1
317,124,105000,40000,0.32,8800,No,1
379,152,105000,40000,0.32,8800,No,1
345,103,105000,40000,0.32,8800,No,1
338,124,105000,40000,0.32,8800,No,1
386,172,105000,40000,0.32,8800,No,1
365,124,105000,40000,0.32,8800,No,1
359,124,105000,40000,0.32,8800,No,1
621,586,105000,40000,0.32,8800,No,1
414,186,105000,40000,0.32,8800,No,1
365,159,105000,40000,0.32,8800,No,1
414,345,73000,26000,0.33,2700,No,1
310,193,73000,26000,0.33,2700,No,1
131,83,73000,26000,0.33,2700,No,1
221,138,73000,26000,0.33,2700,No,1
165,90,73000,26000,0.33,2700,No,1
200,90,73000,26000,0.33,2700,No,1
221,138,73000,26000,0.33,2700,No,1
248,193,73000,26000,0.33,2700,No,1
200,110,73000,26000,0.33,2700,No,1
159,90,73000,26000,0.33,2700,No,1
214,138,73000,26000,0.33,2700,No,1
172,97,73000,26000,0.33,2700,No,1
234,145,73000,26000,0.33,2700,No,1
172,124,73000,26000,0.33,2700,No,1
221,138,73000,26000,0.33,2700,No,1
207,152,73000,26000,0.33,2700,No,1
248,172,73000,26000,0.33,2700,No,1
159,110,73000,26000,0.33,2700,No,1
207,138,73000,26000,0.33,2700,No,1
214,200,73000,26000,0.33,2700,No,1
172,124,73000,26000,0.33,2700,No,1
234,165,73000,26000,0.33,2700,No,1
117,48,73000,26000,0.33,2700,No,1
117,41,73000,26000,0.33,2700,No,1
117,69,73000,26000,0.33,2700,No,1
152,62,73000,26000,0.33,2700,No,1
290,152,73000,26000,0.33,2700,No,1
241,124,73000,26000,0.33,2700,No,1
207,117,73000,26000,0.33,2700,No,1
228,152,73000,26000,0.33,2700,No,1
255,207,73000,26000,0.33,2700,No,1
221,138,73000,26000,0.33,2700,No,1
234,172,73000,26000,0.33,2700,No,1
221,152,73000,26000,0.33,2700,No,1
290,262,73000,26000,0.33,2700,No,1
221,186,73000,26000,0.33,2700,No,1
248,207,73000,26000,0.33,2700,No,1
248,186,73000,26000,0.33,2700,No,1
290,241,73000,26000,0.33,2700,No,1
331,310,73000,26000,0.33,2700,No,1
165,124,73000,26000,0.33,2700,No,1
69,28,73000,26000,0.33,2700,No,1
83,76,73000,26000,0.33,2700,No,1
97,90,73000,26000,0.33,2700,No,1
110,103,73000,26000,0.33,2700,No,1
131,124,73000,26000,0.33,2700,No,1
90,34,73000,26000,0.33,2700,No,1
110,103,73000,26000,0.33,2700,No,1
124,117,73000,26000,0.33,2700,No,1
145,138,73000,26000,0.33,2700,No,1
165,152,73000,26000,0.33,2700,No,1
83,28,73000,26000,0.33,2700,No,1
97,83,73000,26000,0.33,2700,No,1
110,97,73000,26000,0.33,2700,No,1
124,110,73000,26000,0.33,2700,No,1
186,165,73000,26000,0.33,2700,No,1
379,296,73000,26000,0.33,2700,No,1
407,310,73000,26000,0.33,2700,No,1
186,97,73000,26000,0.33,2700,No,1
427,290,73000,26000,0.33,2700,No,1
427,290,73000,26000,0.33,2700,No,1
483,414,73000,26000,0.33,2700,No,1
483,414,73000,26000,0.33,2700,No,1
172,69,73000,26000,0.33,2700,No,1
434,276,73000,26000,0.33,2700,No,1
421,255,73000,26000,0.33,2700,No,1
421,255,73000,26000,0.33,2700,No,1
469,414,73000,26000,0.33,2700,No,1
469,414,73000,26000,0.33,2700,No,1
179,69,73000,26000,0.33,2700,No,1
427,276,73000,26000,0.33,2700,No,1
427,276,73000,26000,0.33,2700,No,1
421,317,73000,26000,0.33,2700,No,1
186,76,73000,26000,0.33,2700,No,1
483,345,73000,26000,0.33,2700,No,1
469,324,73000,26000,0.33,2700,No,1
469,324,73000,26000,0.33,2700,No,1
496,393,73000,26000,0.33,2700,No,1
179,76,73000,26000,0.33,2700,No,1
448,310,73000,26000,0.33,2700,No,1
441,290,73000,26000,0.33,2700,No,1
441,290,73000,26000,0.33,2700,No,1
462,365,73000,26000,0.33,2700,No,1
448,414,73000,26000,0.33,2700,No,1
448,414,73000,26000,0.33,2700,No,1
483,455,73000,26000,0.33,2700,No,1
400,255,73000,26000,0.33,2700,No,1
338,193,73000,26000,0.33,2700,No,1
296,165,73000,26000,0.33,2700,No,1
331,255,73000,26000,0.33,2700,No,1
172,76,73000,26000,0.33,2700,No,1
359,186,73000,26000,0.33,2700,No,1
359,248,73000,26000,0.33,2700,No,1
359,248,73000,26000,0.33,2700,No,1
393,317,73000,26000,0.33,2700,No,1
414,290,73000,26000,0.33,2700,No,1
455,352,73000,26000,0.33,2700,No,1
455,352,73000,26000,0.33,2700,No,1
476,393,73000,26000,0.33,2700,No,1
110,41,73000,26000,0.33,2700,No,1
131,124,73000,26000,0.33,2700,No,1
152,145,73000,26000,0.33,2700,No,1
179,172,73000,26000,0.33,2700,No,1
200,186,73000,26000,0.33,2700,No,1
110,41,73000,26000,0.33,2700,No,1
131,124,73000,26000,0.33,2700,No,1
152,145,73000,26000,0.33,2700,No,1
179,172,73000,26000,0.33,2700,No,1
200,186,73000,26000,0.33,2700,No,1
179,69,73000,26000,0.33,2700,No,1
214,172,73000,26000,0.33,2700,No,1
241,200,73000,26000,0.33,2700,No,1
262,228,73000,26000,0.33,2700,No,1
283,248,73000,26000,0.33,2700,No,1
179,69,73000,26000,0.33,2700,No,1
214,172,73000,26000,0.33,2700,No,1
241,200,73000,26000,0.33,2700,No,1
262,228,73000,26000,0.33,2700,No,1
283,248,73000,26000,0.33,2700,No,1
117,55,73000,26000,0.33,2700,No,1
152,131,73000,26000,0.33,2700,No,1
172,152,73000,26000,0.33,2700,No,1
193,172,73000,26000,0.33,2700,No,1
214,193,73000,26000,0.33,2700,No,1
179,159,73000,26000,0.33,2700,No,1
379,317,73000,26000,0.33,2700,No,1
124,41,73000,26000,0.33,2700,No,1
138,131,73000,26000,0.33,2700,No,1
159,152,73000,26000,0.33,2700,No,1
179,172,73000,26000,0.33,2700,No,1
200,193,73000,26000,0.33,2700,No,1
138,117,73000,26000,0.33,2700,No,1
159,138,73000,26000,0.33,2700,No,1
179,165,73000,26000,0.33,2700,No,1
200,186,73000,26000,0.33,2700,No,1
145,55,73000,26000,0.33,2700,No,1
172,145,73000,26000,0.33,2700,No,1
193,165,73000,26000,0.33,2700,No,1
207,179,73000,26000,0.33,2700,No,1
221,200,73000,26000,0.33,2700,No,1
193,90,73000,26000,0.33,2700,No,1
228,193,73000,26000,0.33,2700,No,1
262,214,73000,26000,0.33,2700,No,1
276,241,73000,26000,0.33,2700,No,1
290,255,73000,26000,0.33,2700,No,1
290,152,73000,26000,0.33,2700,No,1
434,407,73000,26000,0.33,2700,No,1
414,345,73000,26000,0.33,2700,No,1
290,145,73000,26000,0.33,2700,No,1
317,228,73000,26000,0.33,2700,No,1
317,228,73000,26000,0.33,2700,No,1
262,117,73000,26000,0.33,2700,No,1
290,207,73000,26000,0.33,2700,No,1
324,255,73000,26000,0.33,2700,No,1
269,131,73000,26000,0.33,2700,No,1
290,207,73000,26000,0.33,2700,No,1
241,117,73000,26000,0.33,2700,No,1
269,207,73000,26000,0.33,2700,No,1
290,228,73000,26000,0.33,2700,No,1
310,248,73000,26000,0.33,2700,No,1
331,269,73000,26000,0.33,2700,No,1
241,117,73000,26000,0.33,2700,No,1
234,172,73000,26000,0.33,2700,No,1
283,241,73000,26000,0.33,2700,No,1
283,241,73000,26000,0.33,2700,No,1
241,117,73000,26000,0.33,2700,No,1
269,207,73000,26000,0.33,2700,No,1
290,228,73000,26000,0.33,2700,No,1
310,248,73000,26000,0.33,2700,No,1
331,269,73000,26000,0.33,2700,No,1
241,117,73000,26000,0.33,2700,No,1
248,117,73000,26000,0.33,2700,No,1
276,207,73000,26000,0.33,2700,No,1
303,241,73000,26000,0.33,2700,No,1
262,179,73000,26000,0.33,2700,No,1
